dataset,method,bin,dev,test
mmlu_pro,LESS (RR),4,2.0851426345961435,4.873094087744013
mmlu_pro,LESS (RR),5,2.0999833703041078,5.088710166890412
mmlu_pro,LESS (RR),6,2.1042451909610205,4.951859987697544
mmlu_pro,LESS (RR),7,2.1250844163554055,4.505572023187229
mmlu_pro,LESS (RR),8,2.1411356295858113,5.339943343733854
mmlu_pro,LESS (RR),9,2.1479650403772084,4.978812473172203
mmlu_pro,RDS+ (RR),0,2.008701501573835,4.59686661835641
mmlu_pro,RDS+ (RR),1,2.0279693833419254,5.1053064830720105
mmlu_pro,RDS+ (RR),2,2.0285979568958283,4.463535329069387
mmlu_pro,RDS+ (RR),3,2.117088681459427,4.2678125517522085
mmlu_pro,RDS+ (RR),4,2.1274737409182958,4.744061199591515
mmlu_pro,RDS+ (RR),5,2.097251238993236,4.440137329422175
mmlu_pro,RDS+ (RR),6,2.1058133746896472,4.615982148082966
mmlu_pro,RDS+ (RR),7,2.100511705875397,4.276878878751651
mmlu_pro,RDS+ (RR),8,2.059276291302272,4.682850980170151
mmlu_pro,RDS+ (RR),9,2.0596920251846313,5.130226407239729
tydiqa,EMBED (RR),0,2.7545522120263843,2.3179884797414503
tydiqa,EMBED (RR),1,2.7164904144075184,2.288147886781734
tydiqa,EMBED (RR),2,2.854980230331421,2.3636791688005405
tydiqa,EMBED (RR),3,2.5779964791403875,2.1475190247108387
tydiqa,EMBED (RR),4,2.7800115280681186,2.3240059028371
tydiqa,EMBED (RR),5,2.96095824903912,2.4371392602555533
tydiqa,EMBED (RR),6,2.850694047080146,2.3638564407303035
tydiqa,EMBED (RR),7,2.8022439082463584,2.2892135504419664
tydiqa,EMBED (RR),8,2.943650782108307,2.4420189337130958
tydiqa,EMBED (RR),9,2.8650744093788996,2.421185777859235
tydiqa,LESS (RR),0,1.2550640602906544,1.6316581882121104
tydiqa,LESS (RR),1,1.9586394826571147,1.7962752244390674
tydiqa,LESS (RR),2,2.4661191238297357,2.0199040112437663
tydiqa,LESS (RR),3,2.71685438685947,2.1472846348200383
tydiqa,LESS (RR),4,2.937241276105245,2.4438612287886468
tydiqa,LESS (RR),5,2.989607903692457,2.4835237524046048
tydiqa,LESS (RR),6,3.1692654490470886,2.6813520993395352
tydiqa,LESS (RR),7,3.281034072240194,2.7136650457317866
tydiqa,LESS (RR),8,3.3080454932318792,2.7477974391709123
tydiqa,LESS (RR),9,3.4437849058045282,2.8203415752252607
tydiqa,RDS+ (RR),0,2.88287882010142,2.3880009737870274
tydiqa,RDS+ (RR),1,2.883025646209717,2.3497146228950205
tydiqa,RDS+ (RR),2,2.6280554003185697,2.169166435031721
tydiqa,RDS+ (RR),3,2.8049223224322,2.2826251422625745
tydiqa,RDS+ (RR),4,2.60003309779697,2.214646599191115
tydiqa,RDS+ (RR),5,2.7603494789865284,2.376602784659136
tydiqa,RDS+ (RR),6,2.827654699484507,2.3533773912465055
tydiqa,RDS+ (RR),7,2.9165738821029663,2.439669775164794
tydiqa,RDS+ (RR),8,2.9524987273746066,2.4558545858172747
tydiqa,RDS+ (RR),9,3.0219601260291205,2.5324873548703257
