dataset,method,bin,dev,test
tydiqa,LESS (RR),7,1.2742116169797049,0.9836846027535753
tydiqa,LESS (RR),8,1.3553200513124466,1.037327102032707
tydiqa,LESS (RR),9,1.526713298426734,1.117399091502699
tydiqa,RDS+ (RR),0,1.2719828089078267,0.9718390507034712
tydiqa,RDS+ (RR),1,0.9179497940672768,0.9069214728865417
tydiqa,RDS+ (RR),2,0.8067191251450114,0.8651351801187434
tydiqa,RDS+ (RR),3,0.8601122548182806,0.8972919552018493
tydiqa,RDS+ (RR),4,0.8883319886194335,0.9003080844997285
tydiqa,RDS+ (RR),5,0.8843879260950618,0.9020505430569782
tydiqa,RDS+ (RR),6,0.8887709114286635,0.9179808999638677
tydiqa,RDS+ (RR),7,0.9702278077602386,0.9562529881112608
tydiqa,RDS+ (RR),8,0.9822139044602712,0.9370318785293649
tydiqa,RDS+ (RR),9,0.9430500401390923,0.9314090733500577
