dataset,method,bin,dev,test
mmlu_pro,EMBED (RR),9,1.8696528238909584,4.290067795911765
mmlu_pro,LESS (RR),0,1.719947577374322,4.0944540084319865
mmlu_pro,LESS (RR),1,1.8626238771847317,4.8793979074924865
mmlu_pro,LESS (RR),2,1.8687897333077022,4.74794743647997
mmlu_pro,LESS (RR),3,1.8807334499699728,4.772804282506571
mmlu_pro,LESS (RR),4,1.8840713611670903,4.522761576868435
mmlu_pro,LESS (RR),5,1.8789646412645067,4.379591119594555
mmlu_pro,LESS (RR),6,1.913333604165486,5.065536038712301
mmlu_pro,LESS (RR),7,1.893398961850575,4.843433084006005
mmlu_pro,LESS (RR),8,1.8710710329668863,4.77397657759448
mmlu_pro,LESS (RR),9,1.894389396054404,4.742061278445924
mmlu_pro,RDS+ (RR),0,1.8850205038275039,4.681916127466854
mmlu_pro,RDS+ (RR),1,1.9093642711639405,4.50991232728863
mmlu_pro,RDS+ (RR),2,1.9070361188479832,4.988226437624148
mmlu_pro,RDS+ (RR),3,1.9003293701580593,4.931642653955582
mmlu_pro,RDS+ (RR),4,1.8612911335059574,4.604555578813194
mmlu_pro,RDS+ (RR),5,1.8690380232674735,4.594147937411957
mmlu_pro,RDS+ (RR),6,1.8530197748116084,4.619531097465215
mmlu_pro,RDS+ (RR),7,1.8635509107794082,4.619574326635438
mmlu_pro,RDS+ (RR),8,1.8816536171095712,4.996240344810042
mmlu_pro,RDS+ (RR),9,1.8750168825898852,4.725577390514948
tydiqa,EMBED (RR),0,2.7671720385551453,2.1396587503626754
tydiqa,EMBED (RR),1,2.693840410974291,2.13091190575802
tydiqa,EMBED (RR),2,2.7204661766688027,2.1511911598626896
tydiqa,EMBED (RR),3,2.5889139440324573,2.061699966818053
tydiqa,EMBED (RR),4,2.6667685310045877,2.11609805543515
tydiqa,EMBED (RR),5,2.695801622337765,2.1654067957538636
tydiqa,EMBED (RR),6,2.5897262824906244,2.0783058281049427
tydiqa,EMBED (RR),7,2.6550986568133035,2.111226390843988
tydiqa,EMBED (RR),8,2.654350929790073,2.1284022104227684
tydiqa,EMBED (RR),9,2.657103565004137,2.1491357645040803
tydiqa,LESS (RR),0,2.009686380624771,1.7305196223750061
tydiqa,LESS (RR),1,2.3519476883941226,1.9391179850850726
tydiqa,LESS (RR),2,2.539977583620283,2.0576835484962097
tydiqa,LESS (RR),3,2.561883442931705,2.033746086458698
tydiqa,LESS (RR),4,2.696953064865536,2.1254436394784166
tydiqa,LESS (RR),5,2.669327782260047,2.1100611910664218
tydiqa,LESS (RR),6,2.7646788822280035,2.1709485070246846
tydiqa,LESS (RR),7,2.8948027160432606,2.2602165606073186
tydiqa,LESS (RR),8,2.9072924190097384,2.2801671768469864
tydiqa,LESS (RR),9,2.992704643143548,2.391340666134127
tydiqa,RDS+ (RR),0,2.648540324634976,2.0922051865489366
tydiqa,RDS+ (RR),1,2.5465815398428173,2.0141749435598064
tydiqa,RDS+ (RR),2,2.8355458709928723,2.21940086726213
tydiqa,RDS+ (RR),3,2.779839383231269,2.2163161025440363
tydiqa,RDS+ (RR),4,2.632620712121328,2.095645534508231
tydiqa,RDS+ (RR),5,2.5070094731118946,2.005877665406387
tydiqa,RDS+ (RR),6,2.6223104596138,2.0975380064521527
tydiqa,RDS+ (RR),7,2.6010888483789234,2.071454155649377
tydiqa,RDS+ (RR),8,2.66898293627633,2.1126230248500097
tydiqa,RDS+ (RR),9,2.7128397027651467,2.1855362603866095
